Source File,Page Title,Category,Line Number,Anchor Text,Target URL,Domain,TLD,Subdomain,Path,Protocol,Link Type,Rel,Target,Nofollow,Sponsored,UGC,Blank,HTTP Status
"src/content/blog/musim-nikah-telah-tiba-pengguna-undangan-digital-melesat-di-tahun-2026.md","Musim Nikah Telah Tiba, Pengguna Undangan Digital Melesat di Tahun 2026","Blog",134,"https://www.bps.go.id/id/statistics-table/3/VkhwVUszTXJPVmQ2ZFRKamNIZG9RMVo2VEdsbVVUMDkjMw%3D%3D/nikah-dan-cerai-menurut-provinsi.html","https://www.bps.go.id/id/statistics-table/3/VkhwVUszTXJPVmQ2ZFRKamNIZG9RMVo2VEdsbVVUMDkjMw%3D%3D/nikah-dan-cerai-menurut-provinsi.html","www.bps.go.id","go.id","www.bps","/id/statistics-table/3/VkhwVUszTXJPVmQ2ZFRKamNIZG9RMVo2VEdsbVVUMDkjMw%3D%3D/nikah-dan-cerai-menurut-provinsi.html","https:","Markdown","","",false,false,false,false,"403"
"src/content/blog/musim-nikah-telah-tiba-pengguna-undangan-digital-melesat-di-tahun-2026.md","Musim Nikah Telah Tiba, Pengguna Undangan Digital Melesat di Tahun 2026","Blog",135,"https://www.antaranews.com/berita/5328550/selama-2025-angka-pernikahan-nasional-tercatat-alami-kenaikan","https://www.antaranews.com/berita/5328550/selama-2025-angka-pernikahan-nasional-tercatat-alami-kenaikan","www.antaranews.com","antaranews.com","www","/berita/5328550/selama-2025-angka-pernikahan-nasional-tercatat-alami-kenaikan","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/musim-nikah-telah-tiba-pengguna-undangan-digital-melesat-di-tahun-2026.md","Musim Nikah Telah Tiba, Pengguna Undangan Digital Melesat di Tahun 2026","Blog",136,"https://satudata.kemenag.go.id/dataset/detail/jumlah-peristiwa-nikah-menurut-lokasi-nikah","https://satudata.kemenag.go.id/dataset/detail/jumlah-peristiwa-nikah-menurut-lokasi-nikah","satudata.kemenag.go.id","go.id","satudata.kemenag","/dataset/detail/jumlah-peristiwa-nikah-menurut-lokasi-nikah","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/ngunduh-mantu.md","Ngunduh Mantu Adalah: Pengertian dan Susunan Acaranya","Blog",27,"Jawa Tengah","https://infojatengpos.com/","infojatengpos.com","infojatengpos.com","","/","https:","Markdown","nofollow","",true,false,false,false,"200"
"src/content/blog/perbedaan-seserahan-lamaran-dan-pernikahan.md","Ketahui Apa Saja Perbedaan Seserahan Lamaran dan Pernikahan","Blog",108,"Hubungi Kami","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/rekomendasi-percetakan-undangan-jakarta-full-color-dengan-proses-cepat.md","Rekomendasi Percetakan Undangan Jakarta Full Color dengan Proses Cepat","Blog",104,"cetak offset","https://percetakan.co.id/cetak-offset/","percetakan.co.id","co.id","percetakan","/cetak-offset/","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/rekomendasi-percetakan-undangan-jakarta-full-color-dengan-proses-cepat.md","Rekomendasi Percetakan Undangan Jakarta Full Color dengan Proses Cepat","Blog",141,"percetakan terdekat","https://percetakan.co.id/","percetakan.co.id","co.id","percetakan","/","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",44,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFs7aAvzWQ&category=tAEwhV3GgCA&analyticsCorrelationId=075282d4-053c-41d3-ac33-299e6f9c2c7f","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",54,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFogIa2JOA&category=tAEwhV3GgCA&analyticsCorrelationId=426ec52d-449a-428e-8422-407037f17366","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",66,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFobauhP9g&category=tAEwhV3GgCA&analyticsCorrelationId=70b6576a-cb15-4db5-88f4-dee7105a897b","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",76,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFs7c5A8co&category=tAEwhV3GgCA&analyticsCorrelationId=d9007ba2-8419-4ef5-9260-2a67b5732f17","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"403"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",86,"Edit Desain","https://www.canva.com/design/DAHK_HDuIIg/nVZuQcgp3Se92g4THzbbtA/edit","www.canva.com","canva.com","www","/design/DAHK_HDuIIg/nVZuQcgp3Se92g4THzbbtA/edit","https:","Markdown","","",false,false,false,false,"303"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",96,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAGELsskWpU&category=tAEwhV3GgCA&analyticsCorrelationId=61b7b587-ff4a-4ca5-aecf-ad4bfc65d55c","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"403"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",108,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAF3KMSJcjQ&category=tAEwhV3GgCA&analyticsCorrelationId=d68dd666-7b27-43e4-a798-2d5e6f050f74","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",118,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFy1HyqOdA&category=tAEwhV3GgCA&analyticsCorrelationId=080a10e0-a599-46d4-99a7-23eeb9e02273","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",128,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAFZNT4w9Vo&category=tAEwhV3GgCA&analyticsCorrelationId=8df96363-aecc-409b-ae57-e27b6980e1e0","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"301"
"src/content/blog/template-undangan-perikahan-digital-gratis-di-canva.md","10 Template Undangan Pernikahan Digital Gratis di Canva","Blog",138,"Edit Desain","https://www.canva.com/design?create&type=TABQqqo4v1s&template=EAF3qgp8c90&category=tAEwhV3GgCA&analyticsCorrelationId=c6f3aab2-e87a-4957-9400-539ce897aeef","www.canva.com","canva.com","www","/design","https:","Markdown","","",false,false,false,false,"403"
"src/content/blog/undangan-bukber-online.md","Undangan Bukber Online","Blog",47,"**PESAN UNDANGAN**","https://wa.me/62895395094329/?text=Halo%20Acaranya.id%2C%20saya%20ingin%20pesan%20undangan%20bukber%20online.","wa.me","wa.me","","/62895395094329/","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-bukber-online.md","Undangan Bukber Online","Blog",96,"**PESAN UNDANGAN**","https://wa.me/62895395094329/?text=Halo%20Acaranya.id%2C%20saya%20ingin%20pesan%20undangan%20bukber%20online.","wa.me","wa.me","","/62895395094329/","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-bukber-online.md","Undangan Bukber Online","Blog",162,"**PESAN UNDANGAN**","https://wa.me/62895395094329/?text=Halo%20Acaranya.id%2C%20saya%20ingin%20pesan%20undangan%20bukber%20online.","wa.me","wa.me","","/62895395094329/","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-cetak-vs-undangan-digital.md","Perbandingan Cetak Undangan vs. Undangan Digital, Pilih Mana?","Blog",140,"cetak undangan terdekat","https://percetakanku.co.id/product/undangan/","percetakanku.co.id","co.id","percetakanku","/product/undangan/","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",38,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",50,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",64,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",78,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",92,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",104,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",116,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",128,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",140,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",152,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",166,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",178,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",188,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",202,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",214,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",226,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",238,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",248,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",260,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-digital-tanpa-foto.md","20 Contoh Tema Undangan Digital Tanpa Foto","Blog",270,"Pesan Sekarang","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-halal-bihalal-digital.md","Undangan Halal Bihalal Digital","Blog",102,"PESAN SEKARANG","https://api.whatsapp.com/send?phone=62895395094329&text=Halo%20Acaranya.id%2C%20saya%20mau%20pesan%20Undangan%20Halal%20Bihalal.","api.whatsapp.com","whatsapp.com","api","/send","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/undangan-halal-bihalal-digital.md","Undangan Halal Bihalal Digital","Blog",163,"Pesan Undangan","https://wa.me/62895395094329/?text=Halo%20Acaranya.id%2C%20saya%20ingin%20pesan%20undangan%20halal%20bihalal.","wa.me","wa.me","","/62895395094329/","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-open-house-idul-fitri-digital.md","Undangan Open House Idul Fitri Digital","Blog",90,"PESAN UNDANGAN DIGITAL","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-open-house-idul-fitri-digital.md","Undangan Open House Idul Fitri Digital","Blog",147,"PESAN UNDANGAN","https://wa.me/62895395094329/?text=Halo%20Acaranya.id%2C%20saya%20ingin%20pesan%20undangan%20open%20house.","wa.me","wa.me","","/62895395094329/","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",61,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",73,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",85,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",97,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",109,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-adat-bugis.md","Tema Undangan Pernikahan Digital Adat Bugis","Blog",121,"Pesan Undangan","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-digital-dengan-link-live-streaming.md","Undangan Pernikahan Digital dengan Link Live Streaming","Blog",61,"Pesan Undangan Digital","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/undangan-pernikahan-paspor-desain-unik.md","Undangan Paspor: Desain Undangan Pernikahan yang Unik","Blog",63,"hubungi kami","https://wa.me/62895395094329","wa.me","wa.me","","/62895395094329","https:","Markdown","","",false,false,false,false,"302"
"src/content/blog/vendor-pernikahan.md","9 Vendor Pernikahan yang Perlu Dipersiapkan Sebelum Hari H","Blog",87,"sewa tenda","https://tendasidomulyo.com/","tendasidomulyo.com","tendasidomulyo.com","","/","https:","Markdown","","",false,false,false,false,"200"
"src/content/blog/venue-pernikahan-outdoor-di-jogja.md","7 Rekomendasi Venue Pernikahan Outdoor di Jogja","Blog",88,"disini","https://www.jalanmelali.com/tempat-wedding-bali/","www.jalanmelali.com","jalanmelali.com","www","/tempat-wedding-bali/","https:","Markdown","","",false,false,false,false,"200"
"src/layouts/BaseLayout.astro","","Layout",143,"[link:preconnect]","https://fonts.googleapis.com","fonts.googleapis.com","googleapis.com","fonts","/","https:","ResourceLink","link:preconnect","",false,false,false,false,"404"
"src/layouts/BaseLayout.astro","","Layout",144,"[link:preconnect]","https://fonts.gstatic.com","fonts.gstatic.com","gstatic.com","fonts","/","https:","ResourceLink","link:preconnect","",false,false,false,false,"404"
"src/layouts/BaseLayout.astro","","Layout",145,"[link:stylesheet]","https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@400;500;600;700&family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;1,400&family=Allura&display=swap","fonts.googleapis.com","googleapis.com","fonts","/css2","https:","ResourceLink","link:stylesheet","",false,false,false,false,"200"
